timestamp,response_time_ms,request_type,name,response_length,exception
1758585804.218164,3.6305359099060297,GET,home,18128,
1758585804.239331,2.990000182762742,GET,home,18128,
1758585804.2438328,135.43957797810435,POST,get_trip_information,327,
1758585804.26803,2.9919648077338934,GET,home,18128,
1758585804.2816508,2.9268430080264807,GET,home,18128,
1758585804.2977831,2.9821929056197405,GET,home,18128,
1758585804.3096998,316.87566614709795,POST,get_trip_information,904,
1758585804.3243678,130.6731360964477,POST,get_trip_information,327,
1758585804.3291938,3.2629419583827257,GET,home,18128,
1758585804.3441887,2.844669856131077,GET,home,18128,
1758585804.35337,134.9826909136027,POST,get_trip_information,327,
1758585804.360689,12.32293201610446,GET,home,18128,
1758585804.3621175,14.77333391085267,GET,home,18128,
1758585804.3634832,17.803789116442204,GET,home,18128,
1758585804.369359,19.388793036341667,GET,home,18128,
1758585804.3769603,21.00005093961954,GET,home,18128,
1758585804.3782723,23.302052868530154,GET,home,18128,
1758585804.3793857,139.8699819110334,POST,get_trip_information,327,
1758585804.3850422,19.998918985947967,GET,home,18128,
1758585804.3893158,17.45539205148816,GET,home,18128,
1758585804.3903606,19.487578189000487,GET,home,18128,
1758585804.395889,14.305132906883955,GET,home,18128,
1758585804.3967881,16.04378200136125,GET,home,18128,
1758585804.3999283,13.697933172807097,GET,home,18128,
1758585804.400701,132.49812787398696,POST,get_trip_information,327,
1758585804.4038658,11.80763402953744,GET,home,18128,
1758585804.4046335,13.240833999589086,GET,home,18128,
1758585804.4067934,5.183208966627717,GET,home,18128,
1758585804.4114308,129.6067030634731,POST,get_trip_information,327,
1758585804.420668,3.012065077200532,GET,home,18128,
1758585804.421793,3.3866839949041605,GET,home,18128,
1758585804.423349,125.39237504824996,POST,get_trip_information,327,
1758585804.4274669,1.8827468156814575,GET,home,18128,
1758585804.430014,1.4814089518040419,GET,home,18128,
1758585804.4325936,1.7960129771381617,GET,home,18128,
1758585804.4394834,1.7127720639109612,GET,home,18128,
1758585804.4440506,2.145195845514536,GET,home,18128,
1758585804.4461813,3.6602779291570187,GET,home,18128,
1758585804.4493606,4.533714149147272,GET,home,18128,
1758585804.451144,4.179685842245817,GET,home,18128,
1758585804.4527109,4.677564138546586,GET,home,18128,
1758585804.45727,127.90315807797015,POST,get_trip_information,327,
1758585804.4593422,3.5938338842242956,GET,home,18128,
1758585804.4600763,5.184423178434372,GET,home,18128,
1758585804.4639013,2.538386033847928,GET,home,18128,
1758585804.46502,4.163312958553433,GET,home,18128,
1758585804.4677424,123.37913201190531,POST,get_trip_information,327,
1758585804.4750924,3.156541148200631,GET,home,18128,
1758585804.477102,3.783023916184902,GET,home,18128,
1758585804.4778314,5.3022808860987425,GET,home,18128,
1758585804.4840598,1.7738898750394583,GET,home,18128,
1758585804.488275,2.9306630603969097,GET,home,18128,
1758585804.4898627,5.027567036449909,GET,home,18128,
1758585804.4914505,4.231835948303342,GET,home,18128,
1758585804.4936562,313.8425131328404,POST,get_trip_information,904,
1758585804.495605,1.7482310067862272,GET,home,18128,
1758585804.4980445,135.75887586921453,POST,get_trip_information,327,
1758585804.50065,139.78523085825145,POST,get_trip_information,327,
1758585804.5013921,137.74547399953008,POST,get_trip_information,327,
1758585804.5034504,133.91725299879909,POST,get_trip_information,327,
1758585804.5050611,6.180361844599247,GET,home,18128,
1758585804.5071642,130.04328194074333,POST,get_trip_information,327,
1758585804.5092463,3.4075009170919657,GET,home,18128,
1758585804.5162766,137.84078718163073,POST,get_trip_information,327,
1758585804.5181637,3.280612174421549,GET,home,18128,
1758585804.5188375,4.495722008869052,GET,home,18128,
1758585804.522036,125.13697100803256,POST,get_trip_information,327,
1758585804.5251448,4.552521044388413,GET,home,18128,
1758585804.5257926,135.29854989610612,POST,get_trip_information,327,
1758585804.5265357,6.974322022870183,GET,home,18128,
1758585804.5299792,125.2447699662298,POST,get_trip_information,327,
1758585804.5306718,130.63909392803907,POST,get_trip_information,327,
1758585804.5312762,124.38473710790277,POST,get_trip_information,327,
1758585804.5353444,12.538241920992732,GET,home,18128,
1758585804.5359178,146.47278399206698,POST,get_trip_information,327,
1758585804.5367548,151.5752577688545,POST,get_trip_information,327,
1758585804.5402288,12.93902494944632,GET,home,18128,
1758585804.5407834,144.78003699332476,POST,get_trip_information,327,
1758585804.5443873,11.559753911569715,GET,home,18128,
1758585804.5449288,12.503997189924121,GET,home,18128,
1758585804.5454447,13.452349929139018,GET,home,18128,
1758585804.5487344,10.85718092508614,GET,home,18128,
1758585804.5492635,11.806924128904939,GET,home,18128,
1758585804.5517912,9.562483057379723,GET,home,18128,
1758585804.5523047,10.470110923051834,GET,home,18128,
1758585804.5527906,11.35551487095654,GET,home,18128,
1758585804.553248,149.2827800102532,POST,get_trip_information,327,
1758585804.5554812,134.7168020438403,POST,get_trip_information,327,
1758585804.5560064,9.363030083477497,GET,home,18128,
1758585804.5564766,10.219283169135451,GET,home,18128,
1758585804.559955,2.932692877948284,GET,home,18128,
1758585804.5618463,139.9603458121419,POST,get_trip_information,327,
1758585804.562639,3.109387122094631,GET,home,18128,
1758585804.565128,132.44133302941918,POST,get_trip_information,327,
