route_name,count,mean,median,std,var,min,max,range,p25,p50,p75,p90,p95,p99,p99.9,iqr,cv,skewness,kurtosis,above_p95_count,above_p95_pct,iqr_lower_bound,iqr_upper_bound,iqr_outliers_count,iqr_outliers_pct,kept_after_iqr_count,kept_after_iqr_pct
search_hotel,16874,59.31864578378538,18.595470930449665,134.27264892278134,18029.144248740493,4.659312078729272,2211.146382149309,2206.4870700705796,11.877642886247484,18.595470930449665,56.20400334009901,124.14265123661612,211.78173038642842,725.1153164729482,1532.9081549160205,44.32636045385152,2.2635825067922317,6.591905045976494,57.02136943285603,844,5.001777883133815,-54.611897794529796,122.69354402087629,1711,10.13986013986014,15163,89.86013986013987
recommend,16852,32.82782651009343,10.160288657061756,101.02189156896314,10205.422576171346,2.7356259524822235,2027.910220902413,2025.1745949499307,5.90408721473068,10.160288657061756,18.006205500569195,62.75583337992428,110.43312314432106,524.0497798798617,1175.441042776918,12.102118285838515,3.0773250107771335,7.91655405472769,79.48632731859084,843,5.002373605506765,-12.249090214027092,36.159382929326966,2168,12.864941846665085,14684,87.13505815333492
user_login,16920,17.329997660473307,8.787123369984329,34.221815861752525,1171.1326808756967,1.95561395958066,877.0022990647703,875.0466851051897,4.57624054979533,8.787123369984329,15.838165767490864,29.37112164217979,65.84366259630765,163.55861471267605,399.33708941470866,11.261925217695534,1.9747155500087863,8.201403216923067,112.76161157631522,846,5.0,-12.316647276747972,32.731053594034165,1575,9.308510638297872,15345,90.69148936170212
