latency,cdf
1.873017055913806,3.4772932749148066e-05
1.881502103060484,6.954586549829613e-05
1.8872639629989865,0.00010431879824744419
1.895823050290346,0.00013909173099659226
1.903983997181058,0.0001738646637457403
1.90454488620162,0.00020863759649488838
1.9052980933338404,0.00024341052924403643
1.909889979287982,0.00027818346199318453
1.9101640209555624,0.00031295639474233255
1.9113279413431885,0.0003477293274914806
1.9268118776381016,0.0003825022602406287
1.9268139731138945,0.00041727519298977677
1.9488940015435217,0.00045204812573892484
1.9535399042069912,0.00048682105848807286
1.966170035302639,0.000521593991237221
1.9665660802274945,0.0005563669239863691
1.9716890528798103,0.000591139856735517
1.9726869650185108,0.0006259127894846651
1.9793568644672632,0.0006606857222338132
1.982139889150858,0.0006954586549829612
1.982975983992219,0.0007302315877321093
1.984989969059825,0.0007650045204812574
1.991114811971784,0.0007997774532304055
1.9915089942514896,0.0008345503859795535
1.9972310401499271,0.0008693233187287016
1.9997360650449991,0.0009040962514778497
2.003984060138464,0.0009388691842269978
2.007198054343462,0.0009736421169761457
2.011428121477365,0.001008415049725294
2.019096165895462,0.001043187982474442
2.021232154220342,0.00107796091522359
2.021315973252058,0.0011127338479727381
2.02186917886138,0.0011475067807218862
2.023963956162333,0.001182279713471034
2.0303199999034405,0.0012170526462201821
2.037996193394065,0.0012518255789693302
2.0381431095302105,0.0012865985117184783
2.0381691865623,0.0013213714444676263
2.046654000878334,0.0013561443772167744
2.047013957053423,0.0013909173099659225
2.0486570429056883,0.0014256902427150706
2.0552470814436674,0.0014604631754642186
2.0577290561050177,0.0014952361082133667
2.0585169550031424,0.0015300090409625148
2.0604392047971487,0.0015647819737116628
2.074984833598137,0.001599554906460811
2.076856093481183,0.001634327839209959
2.0851341541856527,0.001669100771959107
2.091317903250456,0.0017038737047082551
2.09820712916553,0.0017386466374574032
2.099557081237436,0.0017734195702065513
2.103012055158615,0.0018081925029556994
2.1103250328451395,0.0018429654357048474
2.1105611231178045,0.0018777383684539955
2.112491987645626,0.0019125113012031436
2.1139380987733603,0.0019472842339522914
2.115225186571479,0.0019820571667014397
2.1171518601477146,0.002016830099450588
2.118445932865143,0.002051603032199736
2.1187199745327234,0.002086375964948884
2.122079022228718,0.002121148897698032
2.124026184901595,0.00215592183044718
2.1248830016702414,0.002190694763196328
2.141824923455715,0.0022254676959454762
2.1457290276885037,0.0022602406286946243
2.1462298464030027,0.0022950135614437724
2.1537640132009983,0.00232978649419292
2.15608486905694,0.002364559426942068
2.1616399753838778,0.002399332359691216
2.166680060327053,0.0024341052924403642
2.169715939089656,0.0024688782251895123
2.173136919736862,0.0025036511579386604
2.183545148000121,0.0025384240906878085
2.18723202124238,0.0025731970234369565
2.190734026953578,0.0026079699561861046
2.192253014072776,0.0026427428889352527
2.1946399938315158,0.0026775158216844007
2.2031418047845364,0.002712288754433549
2.208177000284195,0.002747061687182697
2.210526028648019,0.002781834619931845
2.211818005889654,0.002816607552680993
2.2121421061456203,0.002851380485430141
2.2131740115582943,0.002886153418179289
2.2194578777998686,0.0029209263509284373
2.2235519718378782,0.0029556992836775853
2.2237009834498167,0.0029904722164267334
2.231057034805417,0.0030252451491758815
2.2353380918502808,0.0030600180819250295
2.238233806565404,0.0030947910146741776
2.24558194167912,0.0031295639474233257
2.2486208472400904,0.0031643368801724738
2.2489631082862616,0.003199109812921622
2.251171041280031,0.00323388274567077
2.2565259132534266,0.003268655678419918
2.257067011669278,0.003303428611169066
2.265230985358357,0.003338201543918214
2.2791780065745115,0.003372974476667362
2.28029303252697,0.0034077474094165103
2.300944179296493,0.0034425203421656583
2.3137908428907394,0.0034772932749148064
2.3192588705569506,0.0035120662076639545
2.3212831001728773,0.0035468391404131026
2.3272468242794275,0.0035816120731622506
2.337021054700017,0.0036163850059113987
2.3650440853089094,0.003651157938660547
2.365593099966645,0.003685930871409695
2.377177122980356,0.003720703804158843
2.381770871579647,0.003755476736907991
2.3856901098042727,0.003790249669657139
2.3970059119164944,0.003825022602406287
2.3974180221557617,0.0038597955351554352
2.40287883207202,0.003894568467904583
2.4180118925869465,0.003929341400653731
