timestamp,method,endpoint,response_time_ms,status_code
1758644693088,GET,/detail.html,179.35985885560513,200
1758644693089,GET,/category.html,179.5040511060506,200
1758644693089,GET,/category.html,180.73089607059956,200
1758644693090,GET,/detail.html,179.38931798562407,200
1758644693090,GET,/detail.html,180.14136096462607,200
1758644693090,GET,/detail.html,179.57941093482077,200
1758644693091,GET,/detail.html,179.63741184212267,200
1758644693092,GET,/detail.html,180.03435991704464,200
1758644693092,GET,/basket.html,180.7320979423821,200
1758644693102,GET,/category.html,189.56786580383778,200
1758644693102,GET,/category.html,187.74926895275712,200
1758644693102,GET,/basket.html,188.10394103638828,200
1758644693102,GET,/detail.html,187.59834114462137,200
1758644693103,GET,/category.html,187.34811316244304,200
1758644693103,GET,/detail.html,187.0833938010037,200
1758644693104,GET,/detail.html,192.98331113532186,200
1758644693104,GET,/,191.21869700029492,200
1758644693104,GET,/,190.73811708949506,200
1758644693104,GET,/,189.76778583601117,200
1758644693110,GET,/detail.html,200.37464308552444,200
1758644693110,GET,/basket.html,197.0200790092349,200
1758644693112,GET,/basket.html,199.40533279441297,200
1758644693114,GET,/,197.909644106403,200
1758644693116,GET,/detail.html,198.70285992510617,200
1758644693116,GET,/detail.html,200.00677718780935,200
1758644693116,GET,/,199.55149805173278,200
1758644693119,GET,/,200.69793704897165,200
1758644693119,GET,/,201.70655311085284,200
1758644693119,GET,/,200.7104440126568,200
1758644693119,GET,/category.html,201.64849911816418,200
1758644693188,GET,/basket.html,270.31830698251724,200
1758644693190,GET,/,270.08442184887826,200
1758644693190,GET,/category.html,270.83416911773384,200
1758644693193,GET,/,272.3759920336306,200
1758644693193,GET,/category.html,273.9627950359136,200
1758644693193,GET,/,273.5673990100622,200
1758644693194,GET,/,273.45194085501134,200
1758644693201,GET,/basket.html,277.55071804858744,200
1758644693202,GET,/detail.html,278.35815283469856,200
1758644693202,GET,/,278.22024491615593,200
1758644693202,GET,/detail.html,279.2634409852326,200
1758644693202,GET,/basket.html,279.08483799546957,200
1758644693202,GET,/,279.8068351112306,200
1758644693202,GET,/basket.html,281.1493200715631,200
1758644693202,GET,/,280.33333690837026,200
1758644693202,GET,/basket.html,281.1190220527351,200
1758644693206,GET,/category.html,280.3481991868466,200
1758644693206,GET,/category.html,280.8352669235319,200
1758644693206,GET,/detail.html,281.64051403291523,200
1758644693206,GET,/basket.html,282.05594792962074,200
1758644693225,GET,/,291.13082587718964,200
1758644693225,GET,/detail.html,291.90993891097605,200
1758644693226,GET,/,291.7495018336922,200
1758644693226,GET,/basket.html,293.0794490966946,200
1758644693226,GET,/basket.html,293.4898640960455,200
1758644693226,GET,/,293.8835881650448,200
1758644693226,GET,/,294.2853821441531,200
1758644693226,GET,/basket.html,295.79273611307144,200
1758644693226,GET,/,296.17687105201185,200
1758644693227,GET,/category.html,297.22420684993267,200
1758644693227,GET,/,295.0265018735081,200
1758644693227,GET,/,295.9904968738556,200
1758644693227,GET,/,295.5709688831121,200
1758644693227,GET,/detail.html,297.39900305867195,200
1758644693227,GET,/basket.html,298.070868011564,200
1758644693227,GET,/,296.18053999729455,200
1758644693227,GET,/,297.4138360004872,200
1758644693227,GET,/basket.html,298.9694548305124,200
1758644693228,GET,/category.html,298.8015138544142,200
1758644693228,GET,/detail.html,299.82285015285015,200
1758644693228,GET,/,300.48599117435515,200
1758644693228,GET,/detail.html,300.9064339566976,200
1758644693228,GET,/,300.4326280206442,200
1758644693228,GET,/basket.html,299.9726131092757,200
1758644693228,GET,/,301.8637609202415,200
1758644693228,GET,/detail.html,301.7087890766561,200
1758644693228,GET,/category.html,302.6361200027168,200
1758644693229,GET,/,302.4701979011297,200
1758644693237,GET,/detail.html,312.1457227971405,200
1758644693237,GET,/basket.html,313.15724388696253,200
1758644693237,GET,/detail.html,315.7024390529841,200
1758644693237,GET,/basket.html,316.9386531226337,200
1758644693238,GET,/basket.html,318.75199102796614,200
1758644693238,GET,/detail.html,320.95915102399886,200
1758644693238,GET,/detail.html,300.17157294787467,200
1758644693238,GET,/detail.html,299.6586610097438,200
1758644693238,GET,/,299.4647629093379,200
1758644693238,GET,/,300.1833679154515,200
1758644693238,GET,/category.html,300.87244184687734,200
1758644693238,GET,/basket.html,301.53044988401234,200
1758644693238,GET,/basket.html,301.9174439832568,200
1758644693238,GET,/detail.html,302.6286840904504,200
1758644693239,GET,/category.html,301.5427659265697,200
1758644693239,GET,/,302.5117658544332,200
1758644693239,GET,/category.html,303.1988968141377,200
1758644693239,GET,/basket.html,304.2084169574082,200
1758644693239,GET,/detail.html,303.7033970467746,200
1758644693239,GET,/category.html,304.07853703945875,200
1758644693239,GET,/,304.76178997196257,200
1758644693239,GET,/basket.html,306.04058085009456,200
1758644694245,GET,/detail.html,4.120439989492297,200
1758644694283,GET,/category.html,3.427764866501093,200
1758644694291,GET,/detail.html,3.7665569689124823,200
1758644694298,GET,/basket.html,3.777884878218174,200
1758644694305,GET,/basket.html,3.796122968196869,200
1758644694315,GET,/basket.html,3.5947170108556747,200
1758644694351,GET,/basket.html,3.726735943928361,200
1758644694390,GET,/,3.399779088795185,200
1758644694399,GET,/basket.html,3.499085083603859,200
1758644694412,GET,/category.html,3.774078097194433,200
1758644694423,GET,/,3.370654070749879,200
1758644694442,GET,/,3.670142963528633,200
1758644694464,GET,/,3.290926106274128,200
1758644694471,GET,/category.html,3.5044511314481497,200
1758644694519,GET,/basket.html,7.840737933292985,200
1758644694521,GET,/detail.html,5.129969911649823,200
1758644694558,GET,/detail.html,3.864451078698039,200
1758644694583,GET,/detail.html,3.6467760801315308,200
1758644694594,GET,/,4.400647943839431,200
1758644694595,GET,/,4.462406039237976,200
1758644694635,GET,/,5.751144839450717,200
1758644694636,GET,/basket.html,6.361099891364574,200
1758644694638,GET,/,5.5344130378216505,200
1758644694652,GET,/category.html,3.4529129043221474,200
1758644694665,GET,/detail.html,4.247835837304592,200
1758644694686,GET,/basket.html,3.496399149298668,200
1758644694690,GET,/,3.335668006911874,200
1758644694705,GET,/detail.html,3.906247904524207,200
1758644694718,GET,/,3.299165051430464,200
1758644694733,GET,/detail.html,4.370615119114518,200
1758644694744,GET,/basket.html,3.596311202272773,200
1758644694762,GET,/detail.html,3.5830559208989143,200
1758644694791,GET,/,5.101366899907589,200
1758644694792,GET,/basket.html,5.363653181120753,200
1758644694814,GET,/category.html,3.524213097989559,200
1758644694825,GET,/,3.4789680503308773,200
1758644694833,GET,/category.html,3.7345399614423513,200
1758644694842,GET,/,3.3634970895946026,200
1758644694887,GET,/detail.html,4.06360300257802,200
1758644694940,GET,/,3.486163914203644,200
1758644694979,GET,/,3.3419381361454725,200
1758644694994,GET,/,3.439424093812704,200
1758644695005,GET,/,3.4073060378432274,200
1758644695071,GET,/,3.495441982522607,200
1758644695093,GET,/basket.html,6.287352880463004,200
1758644695095,GET,/detail.html,5.8416270185261965,200
1758644695096,GET,/,5.23012294434011,200
1758644695121,GET,/,3.3879580441862345,200
1758644695149,GET,/detail.html,3.8006531540304422,200
1758644695193,GET,/detail.html,4.004743881523609,200
1758644695200,GET,/detail.html,4.1895119938999414,200
1758644695202,GET,/,4.473357927054167,200
1758644695216,GET,/detail.html,5.506559042260051,200
1758644695219,GET,/detail.html,5.4527949541807175,200
1758644695221,GET,/basket.html,4.661435028538108,200
1758644695241,GET,/category.html,3.505194094032049,200
1758644695254,GET,/,3.3624281641095877,200
1758644695321,GET,/detail.html,3.7935359869152308,200
1758644695328,GET,/detail.html,3.840286983177066,200
1758644695357,GET,/,3.4892570693045855,200
1758644695389,GET,/,4.202319076284766,200
1758644695437,GET,/,3.4534400328993797,200
1758644695448,GET,/category.html,3.5440740175545216,200
1758644695455,GET,/detail.html,3.6198098678141832,200
1758644695459,GET,/basket.html,3.6265470553189516,200
1758644695470,GET,/detail.html,4.575837170705199,200
1758644695526,GET,/,4.470620071515441,200
1758644695529,GET,/,4.7569251619279385,200
1758644695538,GET,/category.html,3.4824321046471596,200
1758644695566,GET,/detail.html,3.8027369882911444,200
1758644695580,GET,/category.html,3.5810430999845266,200
1758644695587,GET,/basket.html,3.4310349728912115,200
1758644695614,GET,/detail.html,3.803378902375698,200
1758644695627,GET,/category.html,3.456305945292115,200
1758644695639,GET,/,3.428275929763913,200
1758644695655,GET,/category.html,4.030613927170634,200
1758644695678,GET,/,3.3117709681391716,200
1758644695684,GET,/,3.4119500778615475,200
1758644695694,GET,/,4.769342020153999,200
1758644695704,GET,/,4.545265110209584,200
1758644695707,GET,/basket.html,4.58316900767386,200
1758644695727,GET,/basket.html,3.6779348738491535,200
1758644695735,GET,/detail.html,3.693194128572941,200
1758644695786,GET,/,3.2989729661494493,200
1758644695823,GET,/detail.html,3.746174043044448,200
1758644695826,GET,/,3.3002200070768595,200
1758644695845,GET,/category.html,4.829944111406803,200
1758644695846,GET,/,4.8676119185984135,200
1758644695861,GET,/basket.html,3.4830779768526554,200
1758644695875,GET,/category.html,6.101813167333603,200
1758644695877,GET,/category.html,7.1983737871050835,200
1758644695878,GET,/,6.7044750321656466,200
1758644695881,GET,/,6.445862120017409,200
1758644695883,GET,/detail.html,4.508467856794596,200
1758644695888,GET,/,4.846445983275771,200
1758644695889,GET,/,5.033107008785009,200
1758644695911,GET,/category.html,3.511718939989805,200
1758644695932,GET,/category.html,3.67145799100399,200
1758644695937,GET,/detail.html,3.762729000300169,200
1758644695978,GET,/,4.6146169770509005,200
1758644695982,GET,/detail.html,6.23234105296433,200
1758644695995,GET,/,4.4044500682502985,200
1758644695997,GET,/basket.html,4.570921882987022,200
1758644696016,GET,/detail.html,3.747661132365465,200
1758644696030,GET,/,3.4183890093117952,200
1758644696055,GET,/,3.474546829238534,200
1758644696087,GET,/,5.664762808009982,200
1758644696088,GET,/detail.html,5.111717153340578,200
1758644696100,GET,/category.html,4.734480986371636,200
1758644696101,GET,/,4.779195878654718,200
